"wine_id","cluster_consumatore","cluster_label_consumatore","valutazione","cluster_vino","cluster_label_vino"
"1","2","Adulti — Bassa valutazione",5,"1","Corposi • Alto alcol"
"1","2","Adulti — Bassa valutazione",5,"1","Corposi • Alto alcol"
"1","1","Adulti — Alta valutazione",7,"1","Corposi • Alto alcol"
"2","1","Adulti — Alta valutazione",8,"1","Corposi • Alto alcol"
"2","3","Giovani — Valutazione media",6,"1","Corposi • Alto alcol"
"2","3","Giovani — Valutazione media",6.5,"1","Corposi • Alto alcol"
"2","1","Adulti — Alta valutazione",8,"1","Corposi • Alto alcol"
"2","1","Adulti — Alta valutazione",7.5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",6,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",5.5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",6.5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",5.5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",6,"1","Corposi • Alto alcol"
"2","3","Giovani — Valutazione media",6.5,"1","Corposi • Alto alcol"
"2","3","Giovani — Valutazione media",6,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",5.5,"1","Corposi • Alto alcol"
"2","1","Adulti — Alta valutazione",7.5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",5.5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",6.5,"1","Corposi • Alto alcol"
"2","3","Giovani — Valutazione media",6,"1","Corposi • Alto alcol"
"2","3","Giovani — Valutazione media",6.5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",5.5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",5.5,"1","Corposi • Alto alcol"
"2","3","Giovani — Valutazione media",7,"1","Corposi • Alto alcol"
"2","3","Giovani — Valutazione media",6.5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",6.5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",6.5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",6.5,"1","Corposi • Alto alcol"
"2","1","Adulti — Alta valutazione",8,"1","Corposi • Alto alcol"
"2","3","Giovani — Valutazione media",6.5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",6,"1","Corposi • Alto alcol"
"2","3","Giovani — Valutazione media",5.5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",6.5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",4,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",6.5,"1","Corposi • Alto alcol"
"2","1","Adulti — Alta valutazione",7,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",5.5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",6,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",5.5,"1","Corposi • Alto alcol"
"2","3","Giovani — Valutazione media",6.5,"1","Corposi • Alto alcol"
"2","3","Giovani — Valutazione media",7,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",5.5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",4.5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",6.5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",5,"1","Corposi • Alto alcol"
"2","3","Giovani — Valutazione media",7,"1","Corposi • Alto alcol"
"2","1","Adulti — Alta valutazione",7,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",6,"1","Corposi • Alto alcol"
"2","3","Giovani — Valutazione media",6,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",6.5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",6.5,"1","Corposi • Alto alcol"
"2","3","Giovani — Valutazione media",6.5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",6,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",6.5,"1","Corposi • Alto alcol"
"2","1","Adulti — Alta valutazione",7.5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",6,"1","Corposi • Alto alcol"
"2","3","Giovani — Valutazione media",5.5,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",6,"1","Corposi • Alto alcol"
"2","3","Giovani — Valutazione media",8,"1","Corposi • Alto alcol"
"2","1","Adulti — Alta valutazione",7,"1","Corposi • Alto alcol"
"2","3","Giovani — Valutazione media",7,"1","Corposi • Alto alcol"
"2","3","Giovani — Valutazione media",7,"1","Corposi • Alto alcol"
"2","1","Adulti — Alta valutazione",7,"1","Corposi • Alto alcol"
"2","1","Adulti — Alta valutazione",8,"1","Corposi • Alto alcol"
"2","1","Adulti — Alta valutazione",7,"1","Corposi • Alto alcol"
"2","3","Giovani — Valutazione media",6,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",6.5,"1","Corposi • Alto alcol"
"2","1","Adulti — Alta valutazione",7,"1","Corposi • Alto alcol"
"2","2","Adulti — Bassa valutazione",6,"1","Corposi • Alto alcol"
"2","1","Adulti — Alta valutazione",8,"1","Corposi • Alto alcol"
"2","3","Giovani — Valutazione media",5.5,"1","Corposi • Alto alcol"
"2","3","Giovani — Valutazione media",7,"1","Corposi • Alto alcol"
"3","3","Giovani — Valutazione media",7,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",6,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",6,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",6.5,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",7.5,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",7,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",6.5,"2","Leggeri • Bianchi"
"3","1","Adulti — Alta valutazione",7.5,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",6.5,"2","Leggeri • Bianchi"
"3","1","Adulti — Alta valutazione",7,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",6.5,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",6,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",5,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",6.5,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",7,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",5.5,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",6.5,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",6.5,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",6,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",6.5,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",6.5,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",6.5,"2","Leggeri • Bianchi"
"3","1","Adulti — Alta valutazione",7,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",6,"2","Leggeri • Bianchi"
"3","1","Adulti — Alta valutazione",7,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",5,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",5,"2","Leggeri • Bianchi"
"3","1","Adulti — Alta valutazione",7,"2","Leggeri • Bianchi"
"3","1","Adulti — Alta valutazione",8,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",6,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",6,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",5.5,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",6.5,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",6,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",5.5,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",7.5,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",5.5,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",6.5,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",6,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",6.5,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",7.5,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",6.5,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",5.5,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",6.5,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",6,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",6,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",5.5,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",6.5,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",6,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",7,"2","Leggeri • Bianchi"
"3","1","Adulti — Alta valutazione",7,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",7.5,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",6,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",6.5,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",5.5,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",5.5,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",7.5,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",6,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",4.5,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",5.5,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",6,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",6,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",6,"2","Leggeri • Bianchi"
"3","1","Adulti — Alta valutazione",7.5,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",7.5,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",7,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",5.5,"2","Leggeri • Bianchi"
"3","1","Adulti — Alta valutazione",7,"2","Leggeri • Bianchi"
"3","1","Adulti — Alta valutazione",7,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",6,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",7,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",5,"2","Leggeri • Bianchi"
"3","1","Adulti — Alta valutazione",7.5,"2","Leggeri • Bianchi"
"3","2","Adulti — Bassa valutazione",5.5,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",5.5,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",7,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",7.5,"2","Leggeri • Bianchi"
"3","3","Giovani — Valutazione media",6.5,"2","Leggeri • Bianchi"
"3","1","Adulti — Alta valutazione",8,"2","Leggeri • Bianchi"
"4","3","Giovani — Valutazione media",5.5,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",5,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",5.5,"1","Corposi • Alto alcol"
"4","1","Adulti — Alta valutazione",7,"1","Corposi • Alto alcol"
"4","1","Adulti — Alta valutazione",7.5,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",7,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",5.5,"1","Corposi • Alto alcol"
"4","1","Adulti — Alta valutazione",7,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",5.5,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",6.5,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",4.5,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",5.5,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",7.5,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",6,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",8,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",6.5,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",6.5,"1","Corposi • Alto alcol"
"4","1","Adulti — Alta valutazione",7,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",6.5,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",6,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",6,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",6,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",6,"1","Corposi • Alto alcol"
"4","1","Adulti — Alta valutazione",7,"1","Corposi • Alto alcol"
"4","1","Adulti — Alta valutazione",7,"1","Corposi • Alto alcol"
"4","1","Adulti — Alta valutazione",7.5,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",5.5,"1","Corposi • Alto alcol"
"4","1","Adulti — Alta valutazione",7,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",6.5,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",6.5,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",7,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",5,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",6,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",7,"1","Corposi • Alto alcol"
"4","1","Adulti — Alta valutazione",7,"1","Corposi • Alto alcol"
"4","1","Adulti — Alta valutazione",7.5,"1","Corposi • Alto alcol"
"4","1","Adulti — Alta valutazione",7.5,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",6,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",7.5,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",6,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",5.5,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",7.5,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",6.5,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",6.5,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",6.5,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",5.5,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",7,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",6.5,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",5,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",4.5,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",8,"1","Corposi • Alto alcol"
"4","1","Adulti — Alta valutazione",7,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",6,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",5.5,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",5.5,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",5.5,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",7,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",6,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",6,"1","Corposi • Alto alcol"
"4","1","Adulti — Alta valutazione",7.5,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",6.5,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",6,"1","Corposi • Alto alcol"
"4","2","Adulti — Bassa valutazione",6.5,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",6.5,"1","Corposi • Alto alcol"
"4","3","Giovani — Valutazione media",7.5,"1","Corposi • Alto alcol"
"5","2","Adulti — Bassa valutazione",5.5,"1","Corposi • Alto alcol"
"5","2","Adulti — Bassa valutazione",5,"1","Corposi • Alto alcol"
"5","3","Giovani — Valutazione media",7.5,"1","Corposi • Alto alcol"
"5","2","Adulti — Bassa valutazione",6,"1","Corposi • Alto alcol"
"5","2","Adulti — Bassa valutazione",6,"1","Corposi • Alto alcol"
"5","3","Giovani — Valutazione media",7,"1","Corposi • Alto alcol"
"5","3","Giovani — Valutazione media",7,"1","Corposi • Alto alcol"
"5","1","Adulti — Alta valutazione",8,"1","Corposi • Alto alcol"
"5","3","Giovani — Valutazione media",5.5,"1","Corposi • Alto alcol"
"5","1","Adulti — Alta valutazione",7,"1","Corposi • Alto alcol"
"5","2","Adulti — Bassa valutazione",6.5,"1","Corposi • Alto alcol"
"5","3","Giovani — Valutazione media",6,"1","Corposi • Alto alcol"
"5","1","Adulti — Alta valutazione",7.5,"1","Corposi • Alto alcol"
"5","1","Adulti — Alta valutazione",7,"1","Corposi • Alto alcol"
"5","1","Adulti — Alta valutazione",7,"1","Corposi • Alto alcol"
"5","3","Giovani — Valutazione media",6,"1","Corposi • Alto alcol"
"5","3","Giovani — Valutazione media",7,"1","Corposi • Alto alcol"
"5","2","Adulti — Bassa valutazione",6,"1","Corposi • Alto alcol"
"5","3","Giovani — Valutazione media",7,"1","Corposi • Alto alcol"
"5","1","Adulti — Alta valutazione",7.5,"1","Corposi • Alto alcol"
"5","1","Adulti — Alta valutazione",7.5,"1","Corposi • Alto alcol"
"5","3","Giovani — Valutazione media",7.5,"1","Corposi • Alto alcol"
"5","3","Giovani — Valutazione media",6.5,"1","Corposi • Alto alcol"
"5","2","Adulti — Bassa valutazione",5.5,"1","Corposi • Alto alcol"
"5","3","Giovani — Valutazione media",5.5,"1","Corposi • Alto alcol"
"5","1","Adulti — Alta valutazione",8,"1","Corposi • Alto alcol"
"5","1","Adulti — Alta valutazione",8,"1","Corposi • Alto alcol"
"5","1","Adulti — Alta valutazione",7,"1","Corposi • Alto alcol"
"5","1","Adulti — Alta valutazione",8,"1","Corposi • Alto alcol"
"5","2","Adulti — Bassa valutazione",6,"1","Corposi • Alto alcol"
"5","1","Adulti — Alta valutazione",7.5,"1","Corposi • Alto alcol"
"5","1","Adulti — Alta valutazione",8,"1","Corposi • Alto alcol"
"5","3","Giovani — Valutazione media",6,"1","Corposi • Alto alcol"
"5","1","Adulti — Alta valutazione",7,"1","Corposi • Alto alcol"
"5","1","Adulti — Alta valutazione",7.5,"1","Corposi • Alto alcol"
"5","3","Giovani — Valutazione media",7,"1","Corposi • Alto alcol"
"5","3","Giovani — Valutazione media",8.5,"1","Corposi • Alto alcol"
"5","1","Adulti — Alta valutazione",7.5,"1","Corposi • Alto alcol"
"5","3","Giovani — Valutazione media",7,"1","Corposi • Alto alcol"
"5","1","Adulti — Alta valutazione",7,"1","Corposi • Alto alcol"
"5","3","Giovani — Valutazione media",7.5,"1","Corposi • Alto alcol"
"5","3","Giovani — Valutazione media",7,"1","Corposi • Alto alcol"
